#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus tag,Protein product,Length,Protein name
Un,NW_008751646.1,4123352,4125933,+,20306098,HMPREF1120_01459,XP_009153726.1,835,hypothetical protein HMPREF1120_01459
Un,NW_008751646.1,4126914,4129028,-,20306099,HMPREF1120_01460,XP_009153727.1,704,hypothetical protein HMPREF1120_01460
Un,NW_008751646.1,4130193,4130915,+,20306100,HMPREF1120_01461,XP_009153728.1,240,phosphoglycerate mutase
Un,NW_008751646.1,4131410,4132455,+,20306101,HMPREF1120_01462,XP_009153729.1,322,50S ribosomal protein L15
Un,NW_008751646.1,4134098,4136003,-,20306102,HMPREF1120_01463,XP_009153730.1,589,NADH dehydrogenase
Un,NW_008751646.1,4137967,4139528,-,20306103,HMPREF1120_01464,XP_009153731.1,501,protein phosphatase
Un,NW_008751646.1,4141444,4144327,-,20306104,HMPREF1120_01465,XP_009153732.1,938,transmembrane GTPase Fzo1
Un,NW_008751646.1,4144913,4145664,+,20306105,HMPREF1120_01466,XP_009153733.1,209,DOA4-independent degradation protein 4
Un,NW_008751646.1,4146090,4147609,-,20306106,HMPREF1120_01467,XP_009153734.1,469,hypothetical protein HMPREF1120_01467
Un,NW_008751646.1,4149292,4151271,+,20306107,HMPREF1120_01468,XP_009153735.1,640,hypothetical protein HMPREF1120_01468
Un,NW_008751646.1,4151713,4154654,+,20306108,HMPREF1120_01469,XP_009153736.1,945,hypothetical protein HMPREF1120_01469
Un,NW_008751646.1,4155275,4157897,+,20306109,HMPREF1120_01470,XP_009153737.1,854,hypothetical protein HMPREF1120_01470
Un,NW_008751646.1,4158418,4160358,+,20306110,HMPREF1120_01471,XP_009153738.1,626,hypothetical protein HMPREF1120_01471
Un,NW_008751646.1,4161122,4162633,+,20306111,HMPREF1120_01472,XP_009153739.1,477,L-lactate dehydrogenase (cytochrome)
Un,NW_008751646.1,4163486,4164333,-,20306112,HMPREF1120_01473,XP_009153740.1,201,calmodulin
Un,NW_008751646.1,4164713,4166812,+,20306113,HMPREF1120_01474,XP_009153741.1,681,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
Un,NW_008751646.1,4167412,4169142,-,20306114,HMPREF1120_01475,XP_009153742.1,576,guanosine-diphosphatase
Un,NW_008751646.1,4169639,4170343,+,20306115,HMPREF1120_01476,XP_009153743.1,234,translation initiation factor IF-3
Un,NW_008751646.1,4170791,4172307,-,20306116,HMPREF1120_01477,XP_009153744.1,472,hypothetical protein HMPREF1120_01477
Un,NW_008751646.1,4172801,4175059,+,20306117,HMPREF1120_01478,XP_009153745.1,752,hypothetical protein HMPREF1120_01478
Un,NW_008751646.1,4175521,4175721,+,20306118,HMPREF1120_01479,XP_009153746.1,66,hypothetical protein HMPREF1120_01479
Un,NW_008751646.1,4176409,4179083,-,20306119,HMPREF1120_01480,XP_009153747.1,848,beta-glucosidase
Un,NW_008751646.1,4180295,4181380,+,20306120,HMPREF1120_01481,XP_009153748.1,361,hypothetical protein HMPREF1120_01481
Un,NW_008751646.1,4181606,4182838,-,20306121,HMPREF1120_01482,XP_009153749.1,392,hypothetical protein HMPREF1120_01482
Un,NW_008751646.1,4183687,4186241,+,20306122,HMPREF1120_01483,XP_009153750.1,834,dynamin GTPase
Un,NW_008751646.1,4186360,4186894,-,20306123,HMPREF1120_01484,XP_009153751.1,140,hypothetical protein HMPREF1120_01484
Un,NW_008751646.1,4187291,4187926,+,20306124,HMPREF1120_01485,XP_009153752.1,173,glycine cleavage system H protein
Un,NW_008751646.1,4188168,4188809,-,20306125,HMPREF1120_01486,XP_009153753.1,213,hypothetical protein HMPREF1120_01486
Un,NW_008751646.1,4189672,4191760,-,20306126,HMPREF1120_01487,XP_009153754.1,556,MFS transporter; SP family; sugar:H+ symporter
Un,NW_008751646.1,4193270,4193641,-,20306127,HMPREF1120_01488,XP_009153755.1,123,hypothetical protein HMPREF1120_01488
Un,NW_008751646.1,4194201,4196003,+,20306128,HMPREF1120_01489,XP_009153756.1,600,alpha-glucosidase
Un,NW_008751646.1,4196152,4197579,-,20306129,HMPREF1120_01490,XP_009153757.1,440,oxalate decarboxylase
Un,NW_008751646.1,4198292,4199128,+,20306130,HMPREF1120_01491,XP_009153758.1,278,hypothetical protein HMPREF1120_01491
Un,NW_008751646.1,4199324,4200326,-,20306131,HMPREF1120_01492,XP_009153759.1,252,carboxymethylenebutenolidase
Un,NW_008751646.1,4200909,4202760,-,20306132,HMPREF1120_01493,XP_009153760.1,577,cytochrome P450 oxidoreductase
Un,NW_008751646.1,4203573,4203911,+,20306134,HMPREF1120_01495,XP_009153762.1,95,hypothetical protein HMPREF1120_01495
Un,NW_008751646.1,4204595,4205594,-,20306133,HMPREF1120_01494,XP_009153761.1,314,hypothetical protein HMPREF1120_01494
Un,NW_008751646.1,4206625,4208100,+,20306135,HMPREF1120_01496,XP_009153763.1,422,pyridine nucleotide-disulfide oxidoreductase AMID-like protein
Un,NW_008751646.1,4209266,4210598,+,20306136,HMPREF1120_01497,XP_009153764.1,426,L-ornithine N5-oxygenase
Un,NW_008751646.1,4210951,4212882,-,20306137,HMPREF1120_01498,XP_009153765.1,575,long-chain fatty-acid-CoA ligase
Un,NW_008751646.1,4213663,4215442,-,20306138,HMPREF1120_01499,XP_009153766.1,520,MFS transporter; PHS family; inorganic phosphate transporter
Un,NW_008751646.1,4216103,4218112,+,20306139,HMPREF1120_01500,XP_009153767.1,669,hypothetical protein HMPREF1120_01500
Un,NW_008751646.1,4219793,4222329,+,20306140,HMPREF1120_01501,XP_009153768.1,692,hypothetical protein HMPREF1120_01501
Un,NW_008751646.1,4222423,4224472,-,20306141,HMPREF1120_01502,XP_009153769.1,666,hypothetical protein HMPREF1120_01502
Un,NW_008751646.1,4225256,4225706,-,20306142,HMPREF1120_01503,XP_009153770.1,84,hypothetical protein HMPREF1120_01503
Un,NW_008751646.1,4226165,4226481,-,20306143,HMPREF1120_01504,XP_009153771.1,80,hypothetical protein HMPREF1120_01504
Un,NW_008751646.1,4226797,4228316,+,20306144,HMPREF1120_01505,XP_009153772.1,489,flavin containing amine oxidase
Un,NW_008751646.1,4228456,4229734,-,20306145,HMPREF1120_01506,XP_009153773.1,352,D-3-phosphoglycerate dehydrogenase
Un,NW_008751646.1,4230316,4231485,+,20306146,HMPREF1120_01507,XP_009153774.1,358,myb-like DNA-binding protein BAS1
Un,NW_008751646.1,4232379,4233853,+,20306147,HMPREF1120_01508,XP_009153775.1,381,glycolate oxidase
Un,NW_008751646.1,4235727,4237597,+,20306148,HMPREF1120_01509,XP_009153776.1,557,AAT family amino acid transporter
Un,NW_008751646.1,4238936,4241445,+,20306149,HMPREF1120_01510,XP_009153777.1,650,primary-amine oxidase
Un,NW_008751647.1,131,421,+,20306150,HMPREF1120_01511,XP_009153778.1,96,hypothetical protein HMPREF1120_01511; partial
Un,NW_008751647.1,859,1593,+,20306151,HMPREF1120_01512,XP_009153779.1,224,lactoylglutathione lyase
Un,NW_008751647.1,1950,3879,-,20306152,HMPREF1120_01513,XP_009153780.1,571,pyruvate decarboxylase
Un,NW_008751647.1,4412,5215,+,20306153,HMPREF1120_01514,XP_009153781.1,267,3-oxoacyl
Un,NW_008751647.1,5300,6066,-,20306154,HMPREF1120_01515,XP_009153782.1,218,hypothetical protein HMPREF1120_01515
Un,NW_008751647.1,6536,7339,+,20306155,HMPREF1120_01516,XP_009153783.1,267,3-oxoacyl
Un,NW_008751647.1,7370,8125,-,20306156,HMPREF1120_01517,XP_009153784.1,251,hypothetical protein HMPREF1120_01517
Un,NW_008751647.1,8750,10637,+,20306157,HMPREF1120_01518,XP_009153785.1,559,serine/threonine kinase 16
Un,NW_008751647.1,10865,13732,-,20306158,HMPREF1120_01519,XP_009153786.1,863,hypothetical protein HMPREF1120_01519
Un,NW_008751647.1,14056,15890,-,20306159,HMPREF1120_01520,XP_009153787.1,558,hypothetical protein HMPREF1120_01520
Un,NW_008751647.1,16588,17310,+,20306160,HMPREF1120_01521,XP_009153788.1,240,hypothetical protein HMPREF1120_01521
Un,NW_008751647.1,17887,20434,+,20306161,HMPREF1120_01522,XP_009153789.1,823,hypothetical protein HMPREF1120_01522
Un,NW_008751647.1,22659,24293,+,20306162,HMPREF1120_01523,XP_009153790.1,544,hypothetical protein HMPREF1120_01523
Un,NW_008751647.1,24956,25738,-,20306163,HMPREF1120_01524,XP_009153791.1,260,hypothetical protein HMPREF1120_01524
Un,NW_008751647.1,27073,28734,+,20306164,HMPREF1120_01525,XP_009153792.1,553,hypothetical protein HMPREF1120_01525
Un,NW_008751647.1,29651,31228,+,20306165,HMPREF1120_01526,XP_009153793.1,525,MFS transporter; DHA1 family; multidrug resistance protein
Un,NW_008751647.1,31250,33238,-,20306166,HMPREF1120_01527,XP_009153794.1,632,beta-fructofuranosidase
Un,NW_008751647.1,33385,35112,-,20306167,HMPREF1120_01528,XP_009153795.1,531,MFS transporter; ACS family; allantoate permease
Un,NW_008751647.1,36628,38582,+,20306168,HMPREF1120_01529,XP_009153796.1,587,amidase
Un,NW_008751647.1,38645,40385,-,20306169,HMPREF1120_01530,XP_009153797.1,564,cytochrome P450; family 5; subfamily A (thromboxane-A synthase)
Un,NW_008751647.1,40668,41450,-,20306170,HMPREF1120_01531,XP_009153798.1,260,short chain dehydrogenase
Un,NW_008751647.1,43646,46120,-,20306171,HMPREF1120_01532,XP_009153799.1,824,hypothetical protein HMPREF1120_01532
Un,NW_008751647.1,48342,49165,-,20306172,HMPREF1120_01533,XP_009153800.1,257,hypothetical protein HMPREF1120_01533
Un,NW_008751647.1,49342,49818,-,20306173,HMPREF1120_01534,XP_009153801.1,116,hypothetical protein HMPREF1120_01534
Un,NW_008751647.1,50367,54103,-,20306174,HMPREF1120_01535,XP_009153802.1,1201,hypothetical protein HMPREF1120_01535
Un,NW_008751647.1,54914,55923,-,20306175,HMPREF1120_01536,XP_009153803.1,301,60S ribosomal protein L5
Un,NW_008751647.1,56383,57673,-,20306176,HMPREF1120_01537,XP_009153804.1,394,hypothetical protein HMPREF1120_01537
Un,NW_008751647.1,58224,61583,-,20306177,HMPREF1120_01538,XP_009153805.1,1119,1-phosphatidylinositol-4;5-bisphosphate phosphodiesterase
Un,NW_008751647.1,67485,70295,-,20306178,HMPREF1120_01539,XP_009153806.1,936,hypothetical protein HMPREF1120_01539
Un,NW_008751647.1,71443,71944,+,20306179,HMPREF1120_01540,XP_009153807.1,128,hypothetical protein HMPREF1120_01540
Un,NW_008751647.1,72849,73879,+,20306180,HMPREF1120_01541,XP_009153808.1,325,zinc-binding oxidoreductase
Un,NW_008751647.1,74102,76183,-,20306181,HMPREF1120_01542,XP_009153809.1,693,hypothetical protein HMPREF1120_01542
Un,NW_008751647.1,99189,102809,+,20306182,HMPREF1120_01543,XP_009153810.1,1206,other hect domain ubiquitin protein ligase E3
Un,NW_008751647.1,104525,105819,+,20306183,HMPREF1120_01544,XP_009153811.1,349,alcohol dehydrogenase; zinc-containing
Un,NW_008751647.1,107144,108004,+,20306184,HMPREF1120_01545,XP_009153812.1,286,hypothetical protein HMPREF1120_01545
Un,NW_008751647.1,108947,109673,-,20306185,HMPREF1120_01546,XP_009153813.1,204,40S ribosomal protein S8-B
Un,NW_008751647.1,110257,110894,+,20306186,HMPREF1120_01547,XP_009153814.1,174,30S ribosomal protein S10e
Un,NW_008751647.1,111916,112264,-,20306187,HMPREF1120_01548,XP_009153815.1,64,hypothetical protein HMPREF1120_01548
Un,NW_008751647.1,113158,114350,+,20306188,HMPREF1120_01549,XP_009153816.1,357,sulfite oxidase
Un,NW_008751647.1,115744,116175,-,20306189,HMPREF1120_01550,XP_009153817.1,143,hypothetical protein HMPREF1120_01550
Un,NW_008751647.1,116748,118852,+,20306190,HMPREF1120_01551,XP_009153818.1,612,hypothetical protein HMPREF1120_01551
Un,NW_008751647.1,120744,123914,-,20306191,HMPREF1120_01552,XP_009153819.1,1056,hypothetical protein HMPREF1120_01552
Un,NW_008751647.1,124478,125497,-,20306192,HMPREF1120_01553,XP_009153820.1,315,hypothetical protein HMPREF1120_01553
Un,NW_008751647.1,126114,128316,+,20306193,HMPREF1120_01554,XP_009153821.1,702,long-chain fatty-acid-CoA ligase
Un,NW_008751647.1,128685,129067,-,20306194,HMPREF1120_01555,XP_009153822.1,109,hypothetical protein HMPREF1120_01555
Un,NW_008751647.1,129388,132001,+,20306195,HMPREF1120_01556,XP_009153823.1,816,glucan 1;3-beta-glucosidase
Un,NW_008751647.1,132702,135352,+,20306196,HMPREF1120_01557,XP_009153824.1,633,hypothetical protein HMPREF1120_01557
Un,NW_008751647.1,136161,137036,-,20306197,HMPREF1120_01558,XP_009153825.1,291,hypothetical protein HMPREF1120_01558
Un,NW_008751647.1,137486,138417,+,20306198,HMPREF1120_01559,XP_009153826.1,248,ATP synthase subunit 4; mitochondrial
Un,NW_008751647.1,138632,142708,-,20306199,HMPREF1120_01560,XP_009153827.1,1358,hypothetical protein HMPREF1120_01560
Un,NW_008751647.1,144107,146016,+,20306200,HMPREF1120_01561,XP_009153828.1,619,protein vts1
Un,NW_008751647.1,147010,147633,+,20306201,HMPREF1120_01562,XP_009153829.1,135,hypothetical protein HMPREF1120_01562
Un,NW_008751647.1,149214,153266,-,20306202,HMPREF1120_01563,XP_009153830.1,955,hypothetical protein HMPREF1120_01563
Un,NW_008751647.1,156481,158559,-,20306203,HMPREF1120_01564,XP_009153831.1,672,hsp70-like protein
Un,NW_008751647.1,159337,162147,+,20306204,HMPREF1120_01565,XP_009153832.1,936,hypothetical protein HMPREF1120_01565
Un,NW_008751647.1,162710,163720,-,20306205,HMPREF1120_01566,XP_009153833.1,309,hypothetical protein HMPREF1120_01566
Un,NW_008751647.1,164150,164694,+,20306206,HMPREF1120_01567,XP_009153834.1,150,hypothetical protein HMPREF1120_01567
Un,NW_008751647.1,165026,165614,-,20306207,HMPREF1120_01568,XP_009153835.1,120,ubiquinol-cytochrome c reductase subunit 8
Un,NW_008751647.1,166068,166969,+,20306208,HMPREF1120_01569,XP_009153836.1,282,prohibitin-1
Un,NW_008751647.1,169081,169392,-,20306209,HMPREF1120_01570,XP_009153837.1,103,hypothetical protein HMPREF1120_01570
Un,NW_008751647.1,169817,171772,-,20306210,HMPREF1120_01571,XP_009153838.1,651,WSC domain-containing protein
Un,NW_008751647.1,172839,174644,-,20306211,HMPREF1120_01572,XP_009153839.1,601,hypothetical protein HMPREF1120_01572
Un,NW_008751647.1,176749,178134,+,20306212,HMPREF1120_01573,XP_009153840.1,438,hypothetical protein HMPREF1120_01573
Un,NW_008751647.1,178685,180556,-,20306213,HMPREF1120_01574,XP_009153841.1,593,hypothetical protein HMPREF1120_01574
Un,NW_008751647.1,181985,186550,+,20306214,HMPREF1120_01575,XP_009153842.1,1463,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
Un,NW_008751647.1,187329,187631,-,20306215,HMPREF1120_01576,XP_009153843.1,100,hypothetical protein HMPREF1120_01576
Un,NW_008751647.1,187886,188206,-,20306216,HMPREF1120_01577,XP_009153844.1,72,hypothetical protein HMPREF1120_01577
Un,NW_008751647.1,189718,191749,-,20306217,HMPREF1120_01578,XP_009153845.1,658,hypothetical protein HMPREF1120_01578
Un,NW_008751647.1,196234,198804,+,20306218,HMPREF1120_01579,XP_009153846.1,856,condensin complex subunit 3
Un,NW_008751647.1,199363,200946,-,20306219,HMPREF1120_01580,XP_009153847.1,527,hypothetical protein HMPREF1120_01580
Un,NW_008751647.1,201413,204680,-,20306220,HMPREF1120_01581,XP_009153848.1,990,hypothetical protein HMPREF1120_01581
Un,NW_008751647.1,205566,207149,+,20306221,HMPREF1120_01582,XP_009153849.1,527,hypothetical protein HMPREF1120_01582
Un,NW_008751647.1,207511,210915,-,20306222,HMPREF1120_01583,XP_009153850.1,1098,replication factor C subunit 1
Un,NW_008751647.1,211581,212219,+,20306223,HMPREF1120_01584,XP_009153851.1,212,50S ribosomal protein L16
Un,NW_008751647.1,212264,212818,-,20306224,HMPREF1120_01585,XP_009153852.1,147,hypothetical protein HMPREF1120_01585
Un,NW_008751647.1,214813,217065,-,20306225,HMPREF1120_01586,XP_009153853.1,601,hypothetical protein HMPREF1120_01586
Un,NW_008751647.1,217610,219066,+,20306226,HMPREF1120_01587,XP_009153854.1,468,hypothetical protein HMPREF1120_01587
Un,NW_008751647.1,219843,221175,+,20306227,HMPREF1120_01588,XP_009153855.1,424,hypothetical protein HMPREF1120_01588
Un,NW_008751647.1,221777,222901,-,20306228,HMPREF1120_01589,XP_009153856.1,374,high-affinity iron transporter
Un,NW_008751647.1,224512,226437,+,20306229,HMPREF1120_01590,XP_009153857.1,641,ferrooxidoreductase Fet3
Un,NW_008751647.1,227164,228065,+,20306230,HMPREF1120_01591,XP_009153858.1,259,cytochrome c oxidase subunit XI assembly protein
Un,NW_008751647.1,229873,231751,-,20306231,HMPREF1120_01592,XP_009153859.1,607,tripeptidyl-peptidase I
Un,NW_008751647.1,233335,234015,+,20306232,HMPREF1120_01593,XP_009153860.1,226,hypothetical protein HMPREF1120_01593
Un,NW_008751647.1,234545,236014,+,20306233,HMPREF1120_01594,XP_009153861.1,489,hypothetical protein HMPREF1120_01594
Un,NW_008751647.1,237311,237721,-,20306234,HMPREF1120_01595,XP_009153862.1,136,hypothetical protein HMPREF1120_01595
Un,NW_008751647.1,242230,243497,+,20306235,HMPREF1120_01596,XP_009153863.1,350,zinc-binding oxidoreductase alcohol dehydrogenase
Un,NW_008751647.1,244621,244944,+,20306236,HMPREF1120_01597,XP_009153864.1,107,hypothetical protein HMPREF1120_01597
Un,NW_008751647.1,246301,248055,-,20306237,HMPREF1120_01598,XP_009153865.1,584,alpha/beta hydrolase
Un,NW_008751647.1,248869,250323,+,20306238,HMPREF1120_01599,XP_009153866.1,484,hypothetical protein HMPREF1120_01599
Un,NW_008751647.1,251618,253582,-,20306239,HMPREF1120_01600,XP_009153867.1,654,hypothetical protein HMPREF1120_01600
Un,NW_008751647.1,254364,257934,-,20306240,HMPREF1120_01601,XP_009153868.1,1109,hypothetical protein HMPREF1120_01601
Un,NW_008751647.1,258698,260107,-,20306241,HMPREF1120_01602,XP_009153869.1,469,hypothetical protein HMPREF1120_01602
Un,NW_008751647.1,260917,261813,+,20306242,HMPREF1120_01603,XP_009153870.1,298,hypothetical protein HMPREF1120_01603
Un,NW_008751647.1,264086,265108,+,20306243,HMPREF1120_01604,XP_009153871.1,340,hypothetical protein HMPREF1120_01604
Un,NW_008751647.1,266406,267386,+,20306244,HMPREF1120_01605,XP_009153872.1,326,hypothetical protein HMPREF1120_01605
Un,NW_008751647.1,268172,269518,-,20306245,HMPREF1120_01606,XP_009153873.1,448,cell cycle arrest protein BUB2
Un,NW_008751647.1,270448,271947,+,20306246,HMPREF1120_01607,XP_009153874.1,499,MATE family multidrug resistance protein
Un,NW_008751647.1,272829,274712,+,20306247,HMPREF1120_01608,XP_009153875.1,627,pyruvate decarboxylase
Un,NW_008751647.1,275275,276247,-,20306248,HMPREF1120_01609,XP_009153876.1,301,hypothetical protein HMPREF1120_01609
Un,NW_008751647.1,277265,277834,-,20306249,HMPREF1120_01610,XP_009153877.1,189,hypothetical protein HMPREF1120_01610
Un,NW_008751647.1,277265,277834,-,20306249,HMPREF1120_01610,XP_009153878.1,189,hypothetical protein; variant
Un,NW_008751647.1,282175,284947,+,20306250,HMPREF1120_01611,XP_009153879.1,801,glucose repression mediator protein
Un,NW_008751647.1,285756,286907,+,20306251,HMPREF1120_01612,XP_009153880.1,346,60S ribosomal protein L3
Un,NW_008751647.1,288269,288781,+,20306252,HMPREF1120_01613,XP_009153881.1,170,hypothetical protein HMPREF1120_01613
Un,NW_008751647.1,292673,294727,+,20306253,HMPREF1120_01614,XP_009153882.1,649,hypothetical protein HMPREF1120_01614
Un,NW_008751647.1,295364,295594,+,20306254,HMPREF1120_01615,XP_009153883.1,76,hypothetical protein HMPREF1120_01615
Un,NW_008751647.1,296190,300124,+,20306255,HMPREF1120_01616,XP_009153884.1,1295,hypothetical protein HMPREF1120_01616
Un,NW_008751647.1,300342,301190,-,20306256,HMPREF1120_01617,XP_009153885.1,282,hypothetical protein HMPREF1120_01617
Un,NW_008751647.1,302322,303730,-,20306257,HMPREF1120_01618,XP_009153886.1,425,pyruvate dehydrogenase kinase
Un,NW_008751647.1,305804,307155,+,20306258,HMPREF1120_01619,XP_009153887.1,414,hypothetical protein HMPREF1120_01619
Un,NW_008751647.1,308312,309194,-,20306259,HMPREF1120_01620,XP_009153888.1,216,hypothetical protein HMPREF1120_01620
Un,NW_008751647.1,310229,311308,+,20306260,HMPREF1120_01621,XP_009153889.1,359,hypothetical protein HMPREF1120_01621
Un,NW_008751647.1,312462,313256,+,20306261,HMPREF1120_01622,XP_009153890.1,264,hypothetical protein HMPREF1120_01622
Un,NW_008751647.1,314515,315423,-,20306262,HMPREF1120_01623,XP_009153891.1,302,hypothetical protein HMPREF1120_01623
Un,NW_008751647.1,315863,316190,+,20306263,HMPREF1120_01624,XP_009153892.1,84,hypothetical protein HMPREF1120_01624
Un,NW_008751647.1,317118,318660,+,20306264,HMPREF1120_01625,XP_009153893.1,383,S-(hydroxymethyl)glutathione dehydrogenase
Un,NW_008751647.1,319894,320613,+,20306265,HMPREF1120_01626,XP_009153894.1,239,hypothetical protein HMPREF1120_01626
Un,NW_008751647.1,321720,322400,-,20306266,HMPREF1120_01627,XP_009153895.1,207,hypothetical protein HMPREF1120_01627
Un,NW_008751647.1,324629,325996,-,20306267,HMPREF1120_01628,XP_009153896.1,455,tubulin gamma chain
Un,NW_008751647.1,326366,327835,-,20306268,HMPREF1120_01629,XP_009153897.1,427,glycerophosphoryl diester phosphodiesterase
Un,NW_008751647.1,329727,330044,-,20306269,HMPREF1120_01630,XP_009153898.1,105,hypothetical protein HMPREF1120_01630
Un,NW_008751647.1,331731,333554,+,20306270,HMPREF1120_01631,XP_009153899.1,607,hypothetical protein HMPREF1120_01631
Un,NW_008751647.1,334502,335950,+,20306271,HMPREF1120_01632,XP_009153900.1,482,hypothetical protein HMPREF1120_01632
Un,NW_008751647.1,336488,336912,-,20306272,HMPREF1120_01633,XP_009153901.1,120,hypothetical protein HMPREF1120_01633
Un,NW_008751647.1,337751,339830,+,20306273,HMPREF1120_01634,XP_009153902.1,657,cell division cycle 14
Un,NW_008751647.1,341605,344274,-,20306274,HMPREF1120_01635,XP_009153903.1,889,hypothetical protein HMPREF1120_01635
Un,NW_008751647.1,347005,348075,+,20306275,HMPREF1120_01636,XP_009153904.1,356,hypothetical protein HMPREF1120_01636
Un,NW_008751647.1,348137,348803,-,20306276,HMPREF1120_01637,XP_009153905.1,131,50S ribosomal protein L22e
Un,NW_008751647.1,350352,350709,+,20306277,HMPREF1120_01638,XP_009153906.1,99,hypothetical protein HMPREF1120_01638
Un,NW_008751647.1,351418,352311,-,20306278,HMPREF1120_01639,XP_009153907.1,196,hypothetical protein HMPREF1120_01639
Un,NW_008751647.1,353176,353714,-,20306279,HMPREF1120_01640,XP_009153908.1,162,hypothetical protein HMPREF1120_01640
Un,NW_008751647.1,354421,355059,-,20306280,HMPREF1120_01641,XP_009153909.1,212,hypothetical protein HMPREF1120_01641
Un,NW_008751647.1,357021,357903,+,20306281,HMPREF1120_01642,XP_009153910.1,249,hypothetical protein HMPREF1120_01642
Un,NW_008751647.1,358494,358934,-,20306282,HMPREF1120_01643,XP_009153911.1,122,hypothetical protein HMPREF1120_01643
Un,NW_008751647.1,360628,362193,+,20306283,HMPREF1120_01644,XP_009153912.1,414,hypothetical protein HMPREF1120_01644
Un,NW_008751647.1,362501,362984,-,20306284,HMPREF1120_01645,XP_009153913.1,125,hypothetical protein HMPREF1120_01645
Un,NW_008751647.1,364188,366878,-,20306285,HMPREF1120_01646,XP_009153914.1,861,transcriptional regulatory protein CAT8
Un,NW_008751647.1,368685,370295,-,20306286,HMPREF1120_01647,XP_009153915.1,488,hypothetical protein HMPREF1120_01647
Un,NW_008751647.1,368685,369895,-,20306286,HMPREF1120_01647,XP_009153916.1,384,hypothetical protein; variant
Un,NW_008751647.1,370962,374482,+,20306287,HMPREF1120_01648,XP_009153917.1,1140,beta-galactosidase
Un,NW_008751647.1,375861,377278,-,20306288,HMPREF1120_01649,XP_009153918.1,453,SUN domain-containing protein (Uth1)
Un,NW_008751647.1,382233,383264,-,20306289,HMPREF1120_01650,XP_009153919.1,343,hypothetical protein HMPREF1120_01650
Un,NW_008751647.1,384131,385414,+,20306290,HMPREF1120_01651,XP_009153920.1,427,peptidylprolyl isomerase
Un,NW_008751647.1,386837,388327,+,20306291,HMPREF1120_01652,XP_009153921.1,416,hypothetical protein HMPREF1120_01652
Un,NW_008751647.1,389290,390281,-,20306292,HMPREF1120_01653,XP_009153922.1,291,40S ribosomal protein S0
Un,NW_008751647.1,390647,391645,+,20306293,HMPREF1120_01654,XP_009153923.1,316,30S ribosomal protein S15
Un,NW_008751647.1,392379,393346,+,20306294,HMPREF1120_01655,XP_009153924.1,269,2-deoxy-D-gluconate 3-dehydrogenase
Un,NW_008751647.1,394639,395867,+,20306295,HMPREF1120_01656,XP_009153925.1,390,hypothetical protein HMPREF1120_01656
Un,NW_008751647.1,396428,397498,+,20306296,HMPREF1120_01657,XP_009153926.1,339,histone-binding protein RBBP4
Un,NW_008751647.1,398448,399045,+,20306297,HMPREF1120_01658,XP_009153927.1,169,ribonuclease T1
Un,NW_008751647.1,399700,400380,-,20306298,HMPREF1120_01659,XP_009153928.1,226,hypothetical protein HMPREF1120_01659
Un,NW_008751647.1,401099,403102,-,20306299,HMPREF1120_01660,XP_009153929.1,321,transcription initiation protein SPT3
Un,NW_008751647.1,403456,404449,+,20306300,HMPREF1120_01661,XP_009153930.1,284,diphthine synthase
Un,NW_008751647.1,405864,407039,+,20306301,HMPREF1120_01662,XP_009153931.1,391,hypothetical protein HMPREF1120_01662
Un,NW_008751647.1,407912,409451,-,20306302,HMPREF1120_01663,XP_009153932.1,316,hypothetical protein HMPREF1120_01663
Un,NW_008751647.1,409936,411438,+,20306303,HMPREF1120_01664,XP_009153933.1,500,hypothetical protein HMPREF1120_01664
Un,NW_008751647.1,412335,414033,+,20306304,HMPREF1120_01665,XP_009153934.1,549,APA family basic amino acid/polyamine antiporter
Un,NW_008751647.1,414508,416158,+,20306305,HMPREF1120_01666,XP_009153935.1,502,hypothetical protein HMPREF1120_01666
Un,NW_008751647.1,416446,418008,-,20306306,HMPREF1120_01667,XP_009153936.1,520,hypothetical protein HMPREF1120_01667
Un,NW_008751647.1,419524,420625,-,20306307,HMPREF1120_01668,XP_009153937.1,328,ubiquitin-conjugating enzyme E2
Un,NW_008751647.1,420990,421847,-,20306308,HMPREF1120_01669,XP_009153938.1,285,hypothetical protein HMPREF1120_01669
Un,NW_008751647.1,423882,426464,+,20306309,HMPREF1120_01670,XP_009153939.1,860,hypothetical protein HMPREF1120_01670
Un,NW_008751647.1,427666,428538,-,20306310,HMPREF1120_01671,XP_009153940.1,255,lactam utilization protein lamB
Un,NW_008751647.1,429081,433012,+,20306311,HMPREF1120_01672,XP_009153941.1,1240,urea carboxylase
Un,NW_008751647.1,433393,434271,-,20306312,HMPREF1120_01673,XP_009153942.1,292,carbonyl reductase (NADPH)
Un,NW_008751647.1,435018,437006,+,20306313,HMPREF1120_01674,XP_009153943.1,642,electron-transferring-flavoprotein dehydrogenase
Un,NW_008751647.1,439798,440723,+,20306314,HMPREF1120_01675,XP_009153944.1,268,TATA-box-binding protein
Un,NW_008751647.1,443409,444967,-,20306315,HMPREF1120_01676,XP_009153945.1,482,fructosyl amino acid oxidase
Un,NW_008751647.1,445996,446784,+,20306316,HMPREF1120_01677,XP_009153946.1,262,ubiquinone/menaquinone biosynthesis methyltransferase
